FBpp_ID,id,Protein_symbol
FBpp0290310,5564,Rad60-PB
FBpp0306568,5565,Rad60-PE
FBpp0306569,5566,Rad60-PF
FBpp0083782,5567,CG4467-PA
FBpp0110098,5568,CG4467-PB
FBpp0083791,5569,fzo-PA
FBpp0083792,5570,CG13829-PA
FBpp0083793,5571,VhaAC39-2-PA
FBpp0083794,5572,unk-PA
FBpp0294023,5573,unk-PD
FBpp0312602,5574,unk-PG
FBpp0307981,5575,unk-PF
FBpp0083797,5576,CG31457-PB
FBpp0083798,5577,CG31365-PA
FBpp0083799,5578,Rassf-PA
FBpp0083801,5579,Sec13-PA
FBpp0083802,5580,RpS3-PA
FBpp0288732,5581,Ir94f-PB
FBpp0271710,5582,Ir94g-PB
FBpp0271713,5583,Ir94h-PB
FBpp0083809,5584,CG10164-PA
FBpp0083810,5585,Ugt303B2-PA
FBpp0083811,5586,Ugt303B1-PA
FBpp0292541,5587,Ugt303B1-PB
FBpp0083812,5588,Ugt303B3-PA
FBpp0083814,5589,CG10175-PB
FBpp0083815,5590,CG10175-PC
FBpp0083813,5591,CG10175-PA
FBpp0308684,5592,CG10175-PD
FBpp0083816,5593,CG10177-PA
FBpp0083817,5594,Irk2-PA
FBpp0083818,5595,Irk2-PB
FBpp0291073,5596,Irk2-PC
FBpp0308685,5597,Irk2-PD
FBpp0292405,5598,CG4374-PB
FBpp0289145,5599,CG17380-PB
FBpp0293107,5600,CG31515-PB
FBpp0290307,5601,CG4393-PB
FBpp0083823,5602,CG4408-PA
FBpp0308683,5603,CG4408-PB
FBpp0083824,5604,ATPsynCF6-PA
FBpp0083825,5605,beat-IV-PA
FBpp0304700,5606,beat-IV-PB
FBpp0083826,5607,GILT3-PA
FBpp0083827,5608,GILT2-PA
FBpp0292249,5609,CG16710-PB
FBpp0292250,5610,CG18754-PB
FBpp0306806,5611,CG18754-PC
FBpp0083832,5612,SPE-PA
FBpp0083833,5613,Gba1a-PA
FBpp0083834,5614,Qsox4-PA
FBpp0112317,5615,Gba1b-PB
FBpp0112996,5616,CG10301-PB
FBpp0083837,5617,CG10300-PA
FBpp0083840,5618,CG10365-PA
FBpp0083843,5619,Rpt5-PA
FBpp0083844,5620,PTPMT1-PB
FBpp0083845,5621,PTPMT1-PA
FBpp0083857,5622,SdhD-PA
FBpp0083858,5623,Hrd3-PA
FBpp0083859,5624,RanBP3-PA
FBpp0307011,5625,RanBP3-PB
FBpp0083861,5626,Rpn9-PA
FBpp0311467,5627,CG10232-PD
FBpp0083863,5628,nau-PA
FBpp0290660,5629,nau-PB
FBpp0083864,5630,CG31468-PA
FBpp0112259,5631,prt-PB
FBpp0083866,5632,CG10252-PA
FBpp0083868,5633,CG10254-PA
FBpp0306810,5634,CG10254-PC
FBpp0083870,5635,CG31145-PA
FBpp0288495,5636,CG31145-PC
FBpp0288496,5637,CG31145-PD
FBpp0423142,5638,CG31145-PG
FBpp0083872,5639,CG10184-PA
FBpp0271699,5640,CG10183-PB
FBpp0293153,5641,CG16723-PB
FBpp0293154,5642,CG33337-PB
FBpp0083876,5643,CG10182-PA
FBpp0083878,5644,CG31141-PA
FBpp0083879,5645,Ndc1-PA
FBpp0083880,5646,CG31142-PA
FBpp0083881,5647,CG13599-PA
FBpp0083882,5648,CG5854-PA
FBpp0083884,5649,AP-1sigma-PA
FBpp0293576,5650,AP-1sigma-PB
FBpp0307231,5651,AP-1sigma-PD
FBpp0083885,5652,CG31140-PA
FBpp0083886,5653,CG31140-PB
FBpp0112304,5654,CG31140-PD
FBpp0112305,5655,CG31140-PE
FBpp0303397,5656,CG31140-PH
FBpp0290185,5657,CG31140-PF
FBpp0293578,5658,CG31140-PG
FBpp0083890,5659,CG5902-PA
FBpp0083891,5660,Rab7-PA
FBpp0083892,5661,CG33108-PA
FBpp0289872,5662,CG33108-PB
FBpp0083893,5663,LSm3-PA
FBpp0083895,5664,KrT95D-PA
FBpp0089255,5665,KrT95D-PC
FBpp0290632,5666,KrT95D-PD
FBpp0083896,5667,Epp-PA
FBpp0112187,5668,Epp-PB
FBpp0112189,5669,Epp-PD
FBpp0303396,5670,Epp-PE
FBpp0083897,5671,CG13603-PA
FBpp0083898,5672,GluProRS-PA
FBpp0083899,5673,GluProRS-PB
FBpp0083900,5674,CG12268-PA
FBpp0083905,5675,RpS19b-PB
FBpp0083906,5676,Rpt2-PA
FBpp0083908,5677,CG13601-PA
FBpp0303395,5678,CG13601-PB
FBpp0111801,5679,sba-PC
FBpp0111802,5680,sba-PD
FBpp0303406,5681,sba-PH
FBpp0300787,5682,sba-PF
FBpp0300788,5683,sba-PG
FBpp0307193,5684,sba-PI
FBpp0083911,5685,tbrd-1-PA
FBpp0083912,5686,TfIIA-S-PA
FBpp0083913,5687,Pli-PA
FBpp0083917,5688,Mettl3-PA
FBpp0083918,5689,spas-PA
FBpp0302812,5690,spas-PC
FBpp0401487,5691,spas-PE
FBpp0401488,5692,spas-PF
FBpp0083920,5693,CG5986-PA
FBpp0083921,5694,Pisd-PA
FBpp0306940,5695,CG6000-PC
FBpp0083926,5696,SMC1-PA
FBpp0083927,5697,CG10694-PA
FBpp0083928,5698,CG18428-PA
FBpp0308350,5699,CG18428-PC
FBpp0293091,5700,Root-PD
FBpp0083931,5701,Tsc1-PA
FBpp0083933,5702,Npc2f-PA
FBpp0083934,5703,Kal1-PA
FBpp0083935,5704,CG6178-PA
FBpp0083936,5705,TBC1d7-PA
FBpp0083937,5706,Apc2-PA
FBpp0401578,5707,Apc2-PB
FBpp0083938,5708,CG13606-PA
FBpp0110091,5709,CG13606-PB
FBpp0307395,5710,CG13606-PC
FBpp0310671,5711,CG13606-PD
FBpp0083939,5712,mora-PA
FBpp0083940,5713,CG6204-PA
FBpp0083941,5714,cav-PE
FBpp0083943,5715,cav-PA
FBpp0083944,5716,cav-PB
FBpp0083945,5717,CG13609-PA
FBpp0083947,5718,mask-PA
FBpp0293580,5719,mask-PC
FBpp0306960,5720,mask-PD
FBpp0306961,5721,mask-PE
FBpp0311438,5722,mask-PF
FBpp0083949,5723,Spase22-23-PA
FBpp0083950,5724,Spps-PA
FBpp0303408,5725,Spps-PB
FBpp0083951,5726,twin-PA
FBpp0083952,5727,twin-PB
FBpp0083954,5728,twin-PC
FBpp0083955,5729,twin-PD
FBpp0083957,5730,CG17786-PA
FBpp0083959,5731,CG5515-PA
FBpp0083961,5732,CG5510-PA
FBpp0083962,5733,mRpS24-PA
FBpp0083965,5734,p38a-PA
FBpp0083968,5735,Slimp-PA
FBpp0083969,5736,GatB-PA
FBpp0083970,5737,CG13607-PA
FBpp0289929,5738,CG13605-PB
FBpp0083972,5739,eIF4EHP-PA
FBpp0289702,5740,eIF4EHP-PB
FBpp0292258,5741,eIF4EHP-PC
FBpp0292259,5742,eIF4EHP-PD
FBpp0083973,5743,Syx1A-PA
FBpp0292260,5744,Syx1A-PB
FBpp0083974,5745,Hsp68-PA
FBpp0083976,5746,Rox8-PD
FBpp0083977,5747,Rox8-PB
FBpp0083980,5748,Miro-PD
FBpp0083981,5749,Miro-PE
FBpp0292857,5750,Miro-PC
FBpp0083983,5751,Orct-PA
FBpp0083985,5752,CG6356-PA
FBpp0083988,5753,BRWD3-PA
FBpp0083989,5754,Dis3-PA
FBpp0083990,5755,CG6432-PA
FBpp0083991,5756,Ms-PA
FBpp0303399,5757,CG6454-PE
FBpp0271831,5758,CG6454-PC
FBpp0271832,5759,CG6454-PD
FBpp0292614,5760,CG33339-PB
FBpp0083995,5761,CG33340-PA
FBpp0292615,5762,CG13613-PC
FBpp0083997,5763,CG33341-PA
FBpp0083998,5764,CG13614-PA
FBpp0084001,5765,CG13615-PA
FBpp0084002,5766,CG13616-PA
FBpp0311468,5767,CG13616-PB
FBpp0084003,5768,nAChRalpha1-PA
FBpp0303342,5769,nAChRalpha1-PB
FBpp0306937,5770,CG5768-PC
FBpp0306938,5771,CG5768-PD
FBpp0428097,5772,CG5768-PE
FBpp0084005,5773,CG17780-PB
FBpp0084006,5774,CG17780-PA
FBpp0084007,5775,CG17781-PA
FBpp0084008,5776,CG17782-PA
FBpp0084010,5777,CG17784-PA
FBpp0084011,5778,CG5762-PA
FBpp0084012,5779,CG18528-PA
FBpp0084013,5780,Golgin84-PA
FBpp0084015,5781,CG5746-PA
FBpp0271790,5782,CG5746-PC
FBpp0306668,5783,CG5746-PE
FBpp0306669,5784,CG5746-PF
FBpp0306670,5785,CG5746-PG
FBpp0084016,5786,CG5728-PA
FBpp0084017,5787,Nab2-PA
FBpp0084018,5788,CG5715-PA
FBpp0084021,5789,beta-PheRS-PA
FBpp0084022,5790,CG31128-PA
FBpp0084023,5791,nAChRalpha2-PA
FBpp0084025,5792,DZIP1-PA
FBpp0084026,5793,Pp1alpha-96A-PA
FBpp0084027,5794,CG13618-PA
FBpp0084028,5795,CG6607-PA
FBpp0084036,5796,atl-PA
FBpp0084039,5797,ash2-PB
FBpp0084040,5798,ash2-PC
FBpp0297301,5799,ash2-PE
FBpp0084043,5800,CG31126-PA
FBpp0084044,5801,Ppox-PA
FBpp0084045,5802,CG31125-PA
FBpp0084047,5803,puf-PE
FBpp0084048,5804,puf-PD
FBpp0303340,5805,puf-PG
FBpp0303341,5806,puf-PH
FBpp0297302,5807,puf-PF
FBpp0308280,5808,puf-PI
FBpp0084049,5809,Wsck-PA
FBpp0084050,5810,Syx18-PA
FBpp0084051,5811,CG13625-PA
FBpp0084054,5812,REPTOR-PA
FBpp0110092,5813,REPTOR-PE
FBpp0084059,5814,CG13623-PA
FBpp0288409,5815,CG13622-PB
FBpp0084061,5816,nAChRbeta2-PA
FBpp0084062,5817,nAChRbeta2-PB
FBpp0084065,5818,CG13627-PA
FBpp0084066,5819,CG13627-PB
FBpp0308358,5820,CG13627-PC
FBpp0084067,5821,Polr2L-PA
FBpp0084069,5822,tok-PA
FBpp0084070,5823,tld-PA
FBpp0084071,5824,asp-PA
FBpp0084072,5825,CG13631-PA
FBpp0089401,5826,Ets96B-PB
FBpp0308361,5827,Ets96B-PC
FBpp0084076,5828,CG6980-PA
FBpp0084079,5829,sosie-PB
FBpp0084080,5830,sosie-PA
FBpp0084081,5831,Esp-PA
FBpp0084082,5832,CG7006-PA
FBpp0084083,5833,Nct-PA
FBpp0297224,5834,Nct-PD
FBpp0306637,5835,Nct-PE
FBpp0084084,5836,CG7016-PA
FBpp0084085,5837,Elal-PA
FBpp0084086,5838,Elal-PB
FBpp0084087,5839,CG11089-PA
FBpp0084088,5840,CG31381-PA
FBpp0084089,5841,CG11069-PA
FBpp0084090,5842,CG10845-PA
FBpp0084091,5843,CG11168-PA
FBpp0297226,5844,CG11168-PC
FBpp0307939,5845,CG11168-PE
FBpp0084092,5846,Mink-PA
FBpp0084094,5847,Trf4-2-PA
FBpp0297710,5848,CG13643-PB
FBpp0306639,5849,CG13643-PD
FBpp0306640,5850,CG13643-PE
FBpp0084098,5851,CG31121-PA
FBpp0306641,5852,CG3744-PD
FBpp0306642,5853,CG3744-PE
FBpp0084103,5854,CycB3-PA
FBpp0084104,5855,CG13641-PA
FBpp0084105,5856,CG13640-PA
FBpp0271865,5857,ppk22-PB
FBpp0297225,5858,ppk22-PC
FBpp0084107,5859,CAH4-PA
FBpp0300840,5860,CAH4-PC
FBpp0084109,5861,HDAC11-PA
FBpp0084110,5862,Kaz-PA
FBpp0084111,5863,RabX4-PA
FBpp0084112,5864,niki-PA
FBpp0084113,5865,CG5808-PA
FBpp0084114,5866,lili-PA
FBpp0304086,5867,lili-PB
FBpp0084115,5868,polybromo-PA
FBpp0304087,5869,Ude-PB
FBpp0084117,5870,CG13634-PA
FBpp0084118,5871,CG5805-PA
FBpp0084119,5872,AstA-PA
FBpp0084120,5873,CG13630-PA
FBpp0084123,5874,CG11771-PA
FBpp0084124,5875,Nmnat-PA
FBpp0084125,5876,Nmnat-PB
FBpp0307941,5877,Nmnat-PC
FBpp0422970,5878,Nmnat-PD
FBpp0296947,5879,tnc-PC
FBpp0084130,5880,beta4GalT7-PA
FBpp0084131,5881,Hr96-PA
FBpp0288492,5882,CG31115-PB
FBpp0084133,5883,bai-PA
FBpp0112194,5884,CG11786-PB
FBpp0084135,5885,CG11790-PA
FBpp0084136,5886,CG11790-PB
FBpp0306570,5887,CG11790-PC
FBpp0084137,5888,CG11791-PB
FBpp0084138,5889,CG11791-PA
FBpp0084140,5890,PQBP1-PA
FBpp0293261,5891,CG11839-PB
FBpp0084143,5892,CG11836-PA
FBpp0301202,5893,CG11836-PI
FBpp0423042,5894,CG11836-PJ
FBpp0084144,5895,CG11920-PA
FBpp0084145,5896,fd96Ca-PA
FBpp0084146,5897,fd96Cb-PA
FBpp0084150,5898,vig2-PB
FBpp0084152,5899,vig2-PA
FBpp0290884,5900,Bili-PB
FBpp0084155,5901,danr-PA
FBpp0084157,5902,Mocs2B-PA
FBpp0084158,5903,CG31510-PA
FBpp0112198,5904,Nepl16-PB
FBpp0112197,5905,shams-PB
FBpp0084161,5906,Stt3B-PA
FBpp0084162,5907,veli-PA
FBpp0290878,5908,veli-PC
FBpp0084165,5909,CG31111-PA
FBpp0084166,5910,CG31109-PA
FBpp0084169,5911,Ythdf-PA
FBpp0084170,5912,Ythdf-PB
FBpp0112193,5913,Ythdf-PC
FBpp0084171,5914,Smg6-PA
FBpp0084172,5915,EMC6-PA
FBpp0084174,5916,ssh-PA
FBpp0084175,5917,ssh-PB
FBpp0290827,5918,ssh-PC
FBpp0290828,5919,ssh-PD
FBpp0084176,5920,Osbp-PA
FBpp0084177,5921,TTLL5-PA
FBpp0084178,5922,dan-PA
FBpp0303320,5923,dan-PB
FBpp0084179,5924,CG13653-PA
FBpp0084180,5925,CG13654-PA
FBpp0308363,5926,CG13654-PB
FBpp0290244,5927,CG31106-PB
FBpp0112301,5928,CG31103-PB
FBpp0084183,5929,Alg9-PA
FBpp0084184,5930,CG11852-PA
FBpp0084185,5931,to-PA
FBpp0308366,5932,CG11854-PB
FBpp0084187,5933,Nup37-PA
FBpp0084188,5934,Nup358-PA
FBpp0293235,5935,Nup358-PB
FBpp0084189,5936,CG11857-PA
FBpp0312547,5937,CG11857-PC
FBpp0084190,5938,CG11858-PA
FBpp0084191,5939,RIOK2-PA
FBpp0084196,5940,CG11878-PA
FBpp0084199,5941,CG31300-PA
FBpp0084200,5942,CG31104-PA
FBpp0271869,5943,CG13658-PB
FBpp0084202,5944,CG11893-PA
FBpp0084203,5945,CG13659-PA
FBpp0288494,5946,CG31370-PB
FBpp0084205,5947,CG31436-PA
FBpp0289959,5948,CG11902-PB
FBpp0084207,5949,rha-PA
FBpp0084210,5950,Vps33B-PA
FBpp0084211,5951,MED28-PA
FBpp0084212,5952,XNP-PA
FBpp0311051,5953,XNP-PC
FBpp0084214,5954,CG4553-PA
FBpp0084222,5955,CG10669-PA
FBpp0084223,5956,CHKov2-PA
FBpp0112264,5957,CHKov1-PE
FBpp0084225,5958,CG10562-PA
FBpp0084226,5959,CG10560-PA
FBpp0084227,5960,CG10553-PA
FBpp0288380,5961,CG10559-PB
FBpp0084229,5962,CG31087-PA
FBpp0084230,5963,CG31099-PA
FBpp0084231,5964,CG10550-PB
FBpp0084234,5965,CG31288-PA
FBpp0288491,5966,CG31097-PB
FBpp0084236,5967,CG31102-PA
FBpp0307221,5968,CG31102-PB
FBpp0084237,5969,CG31098-PA
FBpp0084238,5970,CG10514-PA
FBpp0112997,5971,CG10513-PB
FBpp0084240,5972,GlnRS-PA
FBpp0084241,5973,CG10425-PA
FBpp0084242,5974,RpS27-PA
FBpp0084243,5975,bam-PA
FBpp0084244,5976,Sil1-PA
FBpp0291505,5977,Cad96Cb-PC
FBpp0290312,5978,Cad96Cb-PB
FBpp0308367,5979,Cad96Cb-PD
FBpp0084247,5980,CG13663-PA
FBpp0084248,5981,Cad96Ca-PA
FBpp0084251,5982,CG5116-PA
FBpp0084252,5983,CG5112-PA
FBpp0084253,5984,CG5107-PA
FBpp0084254,5985,CG5111-PA
FBpp0084255,5986,msi-PB
FBpp0084256,5987,msi-PA
FBpp0293749,5988,msi-PD
FBpp0305819,5989,msi-PE
FBpp0305821,5990,msi-PH
FBpp0084257,5991,CG5079-PA
FBpp0084258,5992,CG5071-PB
FBpp0084259,5993,CG5071-PA
FBpp0293345,5994,CG5071-PC
FBpp0084260,5995,jigr1-PA
FBpp0084264,5996,Tnks-PA
FBpp0303409,5997,Tnks-PB
FBpp0084270,5998,CG4582-PA
FBpp0084271,5999,Gnpat-PA
FBpp0303401,6000,Gnpat-PC
FBpp0084273,6001,Lgr3-PA
FBpp0084274,6002,CG5039-PA
FBpp0084275,6003,Idh3g-PA
FBpp0112202,6004,Idh3g-PC
FBpp0112203,6005,Idh3g-PD
FBpp0084276,6006,CG5024-PA
FBpp0084277,6007,CG17770-PA
FBpp0084278,6008,Acam-PA
FBpp0084279,6009,CG14354-PA
FBpp0084281,6010,CG5886-PA
FBpp0308302,6011,CG5890-PC
FBpp0423186,6012,CG5890-PE
FBpp0084283,6013,SppL-PA
FBpp0290043,6014,SppL-PD
FBpp0084286,6015,Tsp96F-PA
FBpp0303196,6016,Tsp96F-PB
FBpp0084287,6017,CG14545-PA
FBpp0084288,6018,Mst57Da-PA
FBpp0084291,6019,CG31093-PA
FBpp0084292,6020,CG31380-PA
FBpp0084293,6021,CG4960-PA
FBpp0084296,6022,CG17196-PA
FBpp0291387,6023,CG17196-PB
FBpp0307969,6024,CG17196-PC
FBpp0288643,6025,CG17197-PB
FBpp0112390,6026,LpR1-PD
FBpp0290681,6027,LpR1-PG
FBpp0290682,6028,LpR1-PH
FBpp0290684,6029,LpR1-PJ
FBpp0290685,6030,LpR1-PK
FBpp0290686,6031,LpR1-PL
FBpp0307222,6032,LpR1-PP
FBpp0307224,6033,LpR1-PR
FBpp0307225,6034,LpR1-PS
FBpp0084301,6035,LpR2-PA
FBpp0084302,6036,LpR2-PB
FBpp0112296,6037,LpR2-PC
FBpp0112297,6038,LpR2-PD
FBpp0112298,6039,LpR2-PE
FBpp0112299,6040,LpR2-PF
FBpp0112300,6041,LpR2-PG
FBpp0307557,6042,LpR2-PH
FBpp0307558,6043,LpR2-PI
FBpp0084304,6044,CLS-PA
FBpp0084306,6045,RpL27-PA
FBpp0084307,6046,CG4743-PA
FBpp0084308,6047,CG4730-PA
FBpp0303781,6048,CG4730-PB
FBpp0084311,6049,Lnk-PA
FBpp0308304,6050,Lnk-PD
FBpp0308305,6051,Lnk-PE
FBpp0308306,6052,Lnk-PF
FBpp0084312,6053,CG5913-PA
FBpp0084313,6054,CG5948-PA
FBpp0301061,6055,CG5948-PB
FBpp0084314,6056,Mco3-PA
FBpp0301062,6057,CG31091-PB
FBpp0084316,6058,CG31089-PA
FBpp0084322,6059,CG14540-PA
FBpp0084323,6060,boss-PA
FBpp0084328,6061,E(spl)mdelta-HLH-PA
FBpp0084329,6062,E(spl)mgamma-HLH-PA
FBpp0084330,6063,E(spl)malpha-BFM-PA
FBpp0084331,6064,Kaz-m1-PA
FBpp0084332,6065,E(spl)m3-HLH-PA
FBpp0084334,6066,E(spl)m7-HLH-PA
FBpp0084335,6067,E(spl)m8-HLH-PA
FBpp0084337,6068,gro-PA
FBpp0089115,6069,gro-PE
FBpp0292078,6070,gro-PG
FBpp0293584,6071,gro-PH
FBpp0307986,6072,gro-PI
FBpp0308932,6073,gro-PJ
FBpp0084340,6074,Vps2-PA
FBpp0084341,6075,CG14543-PA
FBpp0084342,6076,CG14544-PA
FBpp0112205,6077,dysf-PB
FBpp0112206,6078,dysf-PC
FBpp0289845,6079,dysf-PD
FBpp0084344,6080,CG14551-PA
FBpp0084345,6081,RpL34a-PA
FBpp0084347,6082,PIG-P-PA
FBpp0084348,6083,Sld5-PA
FBpp0084349,6084,Cmpk-PA
FBpp0084353,6085,E(spl)m4-BFM-PA
FBpp0084354,6086,E(spl)m2-BFM-PA
FBpp0084355,6087,E(spl)mbeta-HLH-PA
FBpp0084357,6088,CG14546-PA
FBpp0271897,6089,CG14556-PB
FBpp0084360,6090,CG6142-PA
FBpp0084361,6091,CG31323-PA
FBpp0084362,6092,CG31086-PA
FBpp0084363,6093,CG12290-PA
FBpp0289627,6094,CG6154-PC
FBpp0084367,6095,Ald1-PB
FBpp0084373,6096,Ald1-PE
FBpp0089214,6097,Ald1-PH
FBpp0084375,6098,CG6073-PA
FBpp0084378,6099,Ald2-PA
FBpp0084382,6100,Hex-t1-PA
FBpp0084383,6101,Hex-t2-PA
FBpp0084384,6102,CG5447-PA
FBpp0303185,6103,CG5447-PB
FBpp0303186,6104,CG14237-PB
FBpp0084386,6105,CG14238-PA
FBpp0084387,6106,CG5455-PA
FBpp0291419,6107,plum-PB
FBpp0084396,6108,Pdf-PA
FBpp0112207,6109,ppk15-PB
FBpp0084399,6110,CG6036-PA
FBpp0084401,6111,TwdlM-PA
FBpp0113030,6112,TwdlJ-PB
FBpp0084403,6113,TwdlN-PA
FBpp0084404,6114,TwdlH-PA
FBpp0084405,6115,TwdlR-PA
FBpp0084406,6116,TwdlS-PA
FBpp0084407,6117,TwdlD-PA
FBpp0292518,6118,CG14244-PB
FBpp0084416,6119,CG6403-PA
FBpp0084418,6120,CG6420-PA
FBpp0084419,6121,CG6425-PA
FBpp0084420,6122,amon-PA
FBpp0084421,6123,TwdlQ-PA
FBpp0084425,6124,TwdlK-PA
FBpp0084426,6125,TwdlO-PA
FBpp0084427,6126,TwdlL-PB
FBpp0084428,6127,TwdlL-PA
FBpp0084429,6128,TwdlB-PA
FBpp0084430,6129,TwdlP-PA
FBpp0084433,6130,IntS12-PA
FBpp0084434,6131,His2Av-PA
FBpp0084435,6132,ms(3)K81-PA
FBpp0084436,6133,CG5500-PA
FBpp0084437,6134,T48-PA
FBpp0084439,6135,CG14252-PA
FBpp0084440,6136,Spag1-PA
FBpp0084441,6137,CG5521-PA
FBpp0290357,6138,CG5521-PB
FBpp0084446,6139,CG14253-PA
FBpp0084442,6140,CG14253-PB
FBpp0084447,6141,TwdlC-PA
FBpp0291187,6142,CG31077-PB
FBpp0084449,6143,CG6295-PA
FBpp0084450,6144,CG6296-PA
FBpp0300160,6145,CG31076-PB
FBpp0084452,6146,CG31075-PA
FBpp0300161,6147,CG31075-PB
FBpp0084453,6148,Gr97a-PA
FBpp0311437,6149,Gr97a-PB
FBpp0084454,6150,Tsp97E-PA
FBpp0271818,6151,Tsp97E-PD
FBpp0084456,6152,CG6330-PB
FBpp0084457,6153,CG6330-PA
FBpp0084458,6154,Ets97D-PA
FBpp0303200,6155,Ets97D-PB
FBpp0084460,6156,ro-PA
FBpp0084464,6157,SPARC-PA
FBpp0084465,6158,ball-PA
FBpp0084470,6159,RYa-R-PA
FBpp0311444,6160,RYa-R-PB
FBpp0311445,6161,RYa-R-PC
FBpp0084471,6162,TwdlT-PA
FBpp0304091,6163,CG14257-PC
FBpp0288839,6164,CG14257-PB
FBpp0084473,6165,CG14258-PA
FBpp0084474,6166,CG14259-PA
FBpp0423054,6167,CG17189-PB
FBpp0084476,6168,CG5815-PA
FBpp0308369,6169,CG5815-PC
FBpp0084478,6170,CG5880-PA
FBpp0084479,6171,CG5882-PA
FBpp0084480,6172,Men-b-PA
FBpp0290921,6173,Men-b-PB
FBpp0290922,6174,Men-b-PC
FBpp0084481,6175,grass-PA
FBpp0084482,6176,grass-PB
FBpp0084484,6177,CG5909-PA
FBpp0112295,6178,ppk31-PB
FBpp0084486,6179,spn-D-PA
FBpp0292602,6180,CG31068-PB
FBpp0292603,6181,CG31068-PC
FBpp0113035,6182,PolA2-PC
FBpp0084491,6183,CG17991-PA
FBpp0084493,6184,CG18766-PA
FBpp0084494,6185,CG31064-PA
FBpp0084495,6186,CG31064-PB
FBpp0084496,6187,CG31064-PE
FBpp0312593,6188,CG31064-PH
FBpp0308355,6189,CG31064-PF
FBpp0308356,6190,CG31064-PG
FBpp0084498,6191,Ser-PA
FBpp0112209,6192,CG6051-PB
FBpp0308371,6193,CG6051-PD
FBpp0084500,6194,CG6059-PA
FBpp0084501,6195,CG6066-PA
FBpp0084502,6196,gb-PA
FBpp0084503,6197,CAH9-PA
FBpp0084505,6198,Cpr97Eb-PA
FBpp0084506,6199,Cpr97Ea-PA
FBpp0304092,6200,Cpr97Ea-PB
FBpp0084507,6201,spz-PA
FBpp0084508,6202,spz-PB
FBpp0084509,6203,spz-PC
FBpp0084510,6204,spz-PD
FBpp0084515,6205,spz-PI
FBpp0084516,6206,spz-PJ
FBpp0111747,6207,spz-PK
FBpp0112921,6208,spz-PL
FBpp0112208,6209,Nep5-PC
FBpp0304093,6210,Nep5-PD
FBpp0084519,6211,CG6271-PA
FBpp0084520,6212,CG6277-PA
FBpp0084521,6213,CG6283-PA
FBpp0084522,6214,CG17191-PA
FBpp0084523,6215,CG17192-PA
FBpp0084524,6216,TfIIA-L-PC
FBpp0084525,6217,TfIIA-L-PA
FBpp0084526,6218,TfIIA-L-PB
FBpp0084527,6219,CG14260-PA
FBpp0306776,6220,CG14260-PB
FBpp0084528,6221,CG5934-PA
FBpp0084531,6222,CG5938-PA
FBpp0084533,6223,CG3368-PA
FBpp0084534,6224,Hmu-PA
FBpp0084538,6225,side-PA
FBpp0301133,6226,side-PC
FBpp0301134,6227,side-PD
FBpp0288437,6228,side-PB
FBpp0084540,6229,CG3330-PA
FBpp0271700,6230,CG3339-PC
FBpp0084542,6231,CG3348-PA
FBpp0084543,6232,bigmax-PA
FBpp0084544,6233,mrt-PA
FBpp0084545,6234,l(3)mbt-PB
FBpp0084547,6235,CG14262-PA
FBpp0084548,6236,woc-PA
FBpp0111770,6237,woc-PB
FBpp0300754,6238,woc-PC
FBpp0306778,6239,woc-PD
FBpp0306779,6240,woc-PE
FBpp0084549,6241,pll-PA
FBpp0084550,6242,TTLL6B-PA
FBpp0084551,6243,CG5984-PA
FBpp0084552,6244,CG13978-PA
FBpp0084553,6245,Cyp6a18-PA
FBpp0084554,6246,Gr98a-PA
FBpp0423293,6247,CG12885-PC
FBpp0423294,6248,CG12885-PD
FBpp0084556,6249,Gr98b-PA
FBpp0084557,6250,Gr98c-PA
FBpp0084558,6251,Gr98d-PA
FBpp0084559,6252,pins-PA
FBpp0290604,6253,dsd-PB
FBpp0084572,6254,CG5639-PA
FBpp0084577,6255,wdb-PA
FBpp0428201,6256,wdb-PH
FBpp0084580,6257,CG5646-PA
FBpp0084581,6258,Klp98A-PA
FBpp0293213,6259,Klp98A-PB
FBpp0084582,6260,CG13972-PA
FBpp0084583,6261,CG5402-PA
FBpp0084594,6262,Ets98B-PA
FBpp0308422,6263,Ets98B-PB
FBpp0084595,6264,Or98a-PA
FBpp0289327,6265,CG12426-PB
FBpp0084616,6266,mRpS22-PA
FBpp0084617,6267,RpL4-PA
FBpp0084618,6268,mino-PA
FBpp0084619,6269,mino-PC
FBpp0084620,6270,mino-PB
FBpp0084621,6271,BOD1-PA
FBpp0084622,6272,BOD1-PB
FBpp0307021,6273,BOD1-PE
FBpp0084623,6274,Gp93-PA
FBpp0084624,6275,Nep7-PA
FBpp0084626,6276,CG4849-PA
FBpp0084629,6277,CG4815-PA
FBpp0289838,6278,betaTub97EF-PB
FBpp0306927,6279,betaTub97EF-PC
FBpp0289667,6280,CG31131-PB
FBpp0084632,6281,CG31253-PA
FBpp0084633,6282,CG4884-PA
FBpp0084634,6283,CG4951-PA
FBpp0112210,6284,CG4951-PB
FBpp0084635,6285,mfrn-PA
FBpp0084636,6286,NSD-PA
FBpp0307022,6287,NSD-PB
FBpp0084637,6288,nenya-PA
FBpp0084638,6289,BCAS2-PA
FBpp0084639,6290,CG12259-PA
FBpp0084640,6291,Boh1-PA
FBpp0084641,6292,CG5003-PA
FBpp0084646,6293,Mst98Ca-PA
FBpp0084647,6294,Mst98Cb-PA
