FBpp_ID,id,Protein_symbol
FBpp0079356,1994,Tsp29Fb-PB
FBpp0271928,1994,Tsp29Fb-PC
FBpp0289058,11690,Argl-PC
FBpp0309230,11690,Argl-PD
FBpp0309229,11689,CG9515-PB
FBpp0079388,2034,C1GalTA-PB
FBpp0079389,2034,C1GalTA-PC
FBpp0304495,1997,CG18088-PB
FBpp0304496,1997,CG18088-PC
FBpp0079384,2026,CG13101-PB
FBpp0311574,1999,CG9555-PC
FBpp0301576,2005,CG13102-PB
FBpp0308846,2022,CG9582-PB
FBpp0309472,2006,CG12439-PB
FBpp0310419,2055,aust-PB
FBpp0307607,2039,CG17005-PE
FBpp0307608,2046,CG3748-PC
FBpp0292903,2052,CG4438-PB
FBpp0292899,2049,Mco1-PB
FBpp0292900,2049,Mco1-PC
FBpp0312203,11094,FucTB-PD
FBpp0290286,10266,CG33298-PC
FBpp0290287,10266,CG33298-PD
FBpp0079424,2058,Oatp30B-PB
FBpp0079425,2058,Oatp30B-PC
FBpp0079456,2084,jp-PB
FBpp0293019,2084,jp-PD
FBpp0293020,2084,jp-PE
FBpp0428274,2084,jp-PF
FBpp0079433,12227,brwl-PB
FBpp0292342,2065,CG3841-PB
FBpp0307470,2087,CG13116-PB
FBpp0307471,2088,CG13117-PB
FBpp0292502,2093,CG4036-PB
FBpp0303722,2106,CG13123-PC
FBpp0292901,12300,nAChRalpha6-PG
FBpp0079498,10653,CG13124-PB
FBpp0290088,10653,CG13124-PE
FBpp0290089,10653,CG13124-PF
FBpp0290090,10653,CG13124-PG
FBpp0290091,10653,CG13124-PH
FBpp0290092,10654,CG13124-PI
FBpp0290093,10654,CG13124-PJ
FBpp0304781,10643,CG4598-PB
FBpp0304021,10644,CG4594-PB
FBpp0304022,10645,CG4592-PB
FBpp0289777,10646,CG4619-PB
FBpp0304025,10647,CG5853-PB
FBpp0311684,10647,CG5853-PC
FBpp0310309,2104,CG13126-PB
FBpp0310303,2094,CG4709-PB
FBpp0079482,2095,CG4658-PB
FBpp0079483,2095,CG4658-PC
FBpp0310304,2095,CG4658-PD
FBpp0312328,2103,CG5846-PB
FBpp0301148,2097,CG5850-PD
FBpp0308595,2142,CG13135-PC
FBpp0079533,2125,CG4839-PB
FBpp0401582,2128,CG4901-PB
FBpp0401583,2128,CG4901-PC
FBpp0079540,2129,Bcs1-PB
FBpp0079546,2133,CG5708-PB
FBpp0310202,2133,CG5708-PC
FBpp0079544,2132,ova-PB
FBpp0079660,2224,CYLD-PE
FBpp0311767,2223,CG13138-PC
FBpp0311172,2220,CG5390-PB
FBpp0304059,2218,Usp14-PB
FBpp0304056,2216,CG5381-PB
FBpp0304057,2216,CG5381-PC
FBpp0079579,2155,CG4995-PB
FBpp0304055,2156,CG4995-PD
FBpp0305310,2158,GATAd-PB
FBpp0305311,2158,GATAd-PC
FBpp0301800,2162,Sps2-PC
FBpp0304498,2164,ClpP-PB
FBpp0291652,2166,lft-PB
FBpp0304500,2168,dpr19-PB
FBpp0304501,2168,dpr19-PC
FBpp0304502,2169,gny-PB
FBpp0304503,2171,mRpS7-PB
FBpp0293054,11484,CG17768-PB
FBpp0291248,2182,Klp31E-PB
FBpp0291249,2182,Klp31E-PC
FBpp0293060,2185,Wdfy2-PB
FBpp0290390,2190,Nse4-PC
FBpp0302811,2204,LManI-PB
FBpp0307932,2196,RluA-2-PD
FBpp0293077,12311,CG6144-PC
FBpp0307934,2233,CG6094-PB
FBpp0303791,2269,CG7329-PB
FBpp0311681,2245,CG17105-PB
FBpp0307807,2246,CG17107-PB
FBpp0307808,2246,CG17107-PC
FBpp0307810,2268,CG7299-PC
FBpp0307809,2267,CG7296-PB
FBpp0311686,2264,CG7300-PD
FBpp0079707,2256,CG17124-PB
FBpp0309219,2256,CG17124-PC
FBpp0288668,2273,CG17127-PB
FBpp0290924,2317,CG6700-PB
FBpp0293783,2313,CG14071-PB
FBpp0309455,2313,CG14071-PC
FBpp0309454,2312,CG14070-PB
FBpp0309453,2310,CG14069-PB
FBpp0297251,2280,CG14072-PB
FBpp0297252,2280,CG14072-PC
FBpp0309447,2281,YL-1-PB
FBpp0303624,2299,Samuel-PB
FBpp0312491,2300,Samuel-PE
FBpp0310216,2324,CG16854-PD
FBpp0310217,2325,Wdr59-PD
FBpp0310209,2329,Boh2-PB
FBpp0311581,2362,CG14926-PB
FBpp0311582,2362,CG14926-PC
FBpp0079831,2359,Dlg5-PB
FBpp0302838,11450,CG14929-PB
FBpp0309460,11139,CG6614-PC
FBpp0309457,2364,CG4983-PB
FBpp0307446,2366,Vha100-5-PB
FBpp0305616,2371,CycY-PB
FBpp0423051,2389,Mal-B2-PF
FBpp0309534,2394,CG16964-PB
FBpp0309535,2396,dgt2-PB
FBpp0309536,12050,escl-PC
FBpp0079894,2413,Tom70-PB
FBpp0079895,2413,Tom70-PC
FBpp0309541,2411,CG6785-PB
FBpp0309542,2411,CG6785-PC
FBpp0309540,2409,Plzf-PB
FBpp0079878,2404,PLCXD-PB
FBpp0111950,2405,RpL7-like-PB
FBpp0312091,2405,RpL7-like-PC
FBpp0293789,12405,firl-PD
FBpp0309547,12405,firl-PE
FBpp0309544,2419,Pex19-PC
FBpp0304321,2441,atilla-PC
FBpp0305307,2462,CG5446-PC
FBpp0311682,2461,CG5435-PB
FBpp0305305,2460,Oatp33Ea-PB
FBpp0305304,2459,CG5421-PB
FBpp0300957,2456,Ref2-PB
FBpp0300958,2456,Ref2-PC
FBpp0309445,2482,Nepl7-PB
FBpp0309440,2466,CG6153-PC
FBpp0309441,2468,PICK1-PD
FBpp0309443,2468,PICK1-PF
FBpp0309444,2478,CG17036-PB
FBpp0302957,2477,CG5776-PB
FBpp0304683,2475,CG5787-PB
FBpp0089070,10373,MRP-PO
FBpp0290465,2496,Ube4B-PB
FBpp0307812,2494,Ttc30-PD
FBpp0311685,2558,CG9928-PB
FBpp0080071,2555,DnaJ-H-PB
FBpp0305438,2553,Sfmbt-PD
FBpp0294006,2550,CG16974-PB
FBpp0306797,2547,kek4-PB
FBpp0306798,2547,kek4-PC
FBpp0306796,2545,Ski6-PB
FBpp0306794,2513,CG16813-PB
FBpp0306795,2517,CG5945-PB
FBpp0302873,2526,CG16825-PB
FBpp0311680,2527,CG16826-PB
FBpp0309568,2539,CG9395-PD
FBpp0309567,2536,ND-B22-PB
FBpp0309560,2531,CG6565-PB
FBpp0312088,2531,CG6565-PC
FBpp0309565,2576,RpL24-PB
FBpp0311573,2576,RpL24-PC
FBpp0309564,2575,CG16957-PB
FBpp0309563,2574,CG10859-PB
FBpp0311563,2560,CG7110-PC
FBpp0080096,2570,Hsp60D-PB
FBpp0310234,11914,Ance-3-PC
FBpp0292973,2670,CG4480-PC
FBpp0305671,2798,Tpr2-PD
FBpp0305672,2799,Tpr2-PE
FBpp0080431,2805,CG5953-PB
FBpp0308008,2805,CG5953-PD
FBpp0307468,2804,CG5968-PB
FBpp0080499,2846,Trpgamma-PB
FBpp0307141,2838,Prosbeta4-PB
FBpp0300959,2813,BuGZ-PC
FBpp0300960,2813,BuGZ-PD
FBpp0310326,2817,yellow-b-PB
FBpp0310327,2836,ppk17-PB
FBpp0304009,2818,CG17928-PB
FBpp0304014,2832,CG13282-PB
FBpp0311768,2828,CG13284-PE
FBpp0304611,2829,CG13284-PD
FBpp0309156,2848,CG31743-PB
FBpp0312176,2853,CG6304-PB
FBpp0304332,2852,CG15136-PB
FBpp0304527,12351,CG12620-PB
FBpp0308844,2869,CG6380-PB
FBpp0296962,2890,CG5050-PB
FBpp0296963,2891,Sgt-PB
FBpp0297292,2892,Lamtor3-PB
FBpp0296964,2908,GCS2beta-PB
FBpp0292344,2896,Oli-PB
FBpp0292345,2896,Oli-PC
FBpp0311110,2896,Oli-PD
FBpp0309224,2898,CG6870-PB
FBpp0291241,2938,elfless-PC
FBpp0309462,2933,CG15152-PB
FBpp0080590,11311,CG5758-PB
FBpp0080588,11311,CG5758-PC
FBpp0309463,11311,CG5758-PD
FBpp0309464,11311,CG5758-PE
FBpp0309465,11311,CG5758-PF
FBpp0310373,2952,JMJD4-PB
FBpp0311683,2943,CG5790-PB
FBpp0080636,2971,CG10283-PB
FBpp0289900,2972,CG10283-PD
FBpp0304599,2954,grnd-PC
FBpp0304600,2970,kon-PC
FBpp0304601,2970,kon-PD
FBpp0294065,2955,Ugt301D1-PB
FBpp0310374,2956,CG10211-PB
FBpp0310379,2968,CG10413-PB
FBpp0303007,2962,MESR3-PC
FBpp0271702,2973,CG10336-PC
FBpp0309816,10117,CG10383-PB
FBpp0309809,2974,CG10338-PB
FBpp0309811,2999,CG10348-PC
FBpp0300798,2982,Ugt36D1-PC
FBpp0300799,2982,Ugt36D1-PD
FBpp0310382,2982,Ugt36D1-PE
FBpp0311123,2993,CG17597-PB
FBpp0309707,2985,CG17321-PB
FBpp0088356,9980,CG10602-PD
FBpp0309711,3055,Nedd8-PB
FBpp0309709,3054,CG10621-PB
FBpp0309710,3054,CG10621-PC
FBpp0311159,3053,CG10623-PB
FBpp0311160,3053,CG10623-PC
FBpp0309284,3049,L2HGDH-PB
FBpp0309285,3049,L2HGDH-PC
FBpp0309278,3010,CG10431-PB
FBpp0309283,3048,Swip-1-PB
FBpp0302822,3017,CG15172-PB
FBpp0302823,3017,CG15172-PC
FBpp0302824,3017,CG15172-PD
FBpp0111956,3021,CG10492-PB
FBpp0307805,3022,Phlpp-PB
FBpp0080716,3040,CG10702-PB
FBpp0080718,3040,CG10702-PC
FBpp0292333,3040,CG10702-PD
FBpp0307784,3064,CG13086-PB
FBpp0290502,3080,fon-PC
FBpp0290047,3079,CG17549-PD
FBpp0080761,3078,CG17549-PC
FBpp0302765,3078,CG17549-PE
FBpp0080759,3077,CG17544-PB
FBpp0080758,3077,CG17544-PC
FBpp0290046,3077,CG17544-PD
FBpp0292008,3071,Alp12-PB
FBpp0292064,3071,Alp12-PC
FBpp0306281,3071,Alp12-PD
FBpp0306282,3071,Alp12-PE
FBpp0307442,3070,CG13085-PB
FBpp0300885,3074,CG10237-PD
FBpp0306293,3076,CG10237-PE
FBpp0080779,3089,CG10026-PC
FBpp0304596,3089,CG10026-PD
FBpp0304597,3134,CG10195-PC
FBpp0303742,3094,CG18094-PB
FBpp0303745,3132,CG10189-PB
FBpp0080820,3130,cyst-PB
FBpp0291318,3129,Hasp-PH
FBpp0310329,3098,CG10132-PB
FBpp0080816,3124,CG10165-PB
FBpp0292791,3124,CG10165-PC
FBpp0292792,3124,CG10165-PD
FBpp0311158,3124,CG10165-PE
FBpp0310330,3103,CG13081-PB
FBpp0099757,12313,CG10462-PC
FBpp0310397,3136,Nf-YB-PB
FBpp0310400,3156,fbp-PD
FBpp0304488,3152,CdGAPr-PD
FBpp0304487,3138,CG10466-PB
FBpp0304539,3148,CG13962-PB
FBpp0080836,3139,COX4-PB
FBpp0304537,3139,COX4-PC
FBpp0304538,3139,COX4-PD
FBpp0312121,3140,CG16772-PB
FBpp0304491,3141,CG10680-PB
FBpp0304008,3172,CG10747-PB
FBpp0304005,3167,Pyroxd1-PB
FBpp0080866,3168,nesd-PB
FBpp0080871,3170,mRpS18B-PB
FBpp0292322,3169,Kua-PB
FBpp0304006,3169,Kua-PC
FBpp0304007,3169,Kua-PD
FBpp0311732,3197,CG10651-PB
FBpp0080902,3193,CG10947-PC
FBpp0307726,3193,CG10947-PD
FBpp0312085,10547,CG10949-PB
FBpp0312086,10539,Arpc2-PB
FBpp0305185,10541,Cdc23-PB
FBpp0305186,10542,CG2493-PB
FBpp0080931,3212,Cen-PB
FBpp0307791,3206,CG2617-PB
FBpp0307149,3208,CarT-PC
FBpp0307148,3207,TM9SF2-PB
FBpp0307147,3258,Amacr-PB
FBpp0307146,3257,Rhau-PB
FBpp0308641,3229,CG9331-PL
FBpp0080948,3228,CG9331-PD
FBpp0292068,3228,CG9331-PF
FBpp0292069,3228,CG9331-PG
FBpp0308639,3228,CG9331-PJ
FBpp0308640,3228,CG9331-PK
FBpp0292070,3227,CG9331-PH
FBpp0292071,3227,CG9331-PI
FBpp0311736,3227,CG9331-PM
FBpp0308645,3234,CG14402-PB
FBpp0305224,3238,CG9338-PB
FBpp0080971,3248,sky-PB
FBpp0080976,3248,sky-PH
FBpp0080972,3247,sky-PE
FBpp0080969,3247,sky-PG
FBpp0291173,3246,sky-PI
FBpp0305226,3244,RPA2-PB
FBpp0303794,3309,CG9265-PB
FBpp0303795,3309,CG9265-PC
FBpp0303796,3309,CG9265-PD
FBpp0304345,3262,CG9259-PB
FBpp0304346,3262,CG9259-PC
FBpp0310406,3276,Mpp6-PB
FBpp0080999,3277,Pld3-PB
FBpp0310407,3277,Pld3-PC
FBpp0304068,3293,Atg18b-PB
FBpp0312114,3286,CG8671-PG
FBpp0081052,3318,Mondo-PB
FBpp0290672,3318,Mondo-PF
FBpp0290673,3318,Mondo-PG
FBpp0290674,3318,Mondo-PH
FBpp0290675,3318,Mondo-PI
FBpp0290676,3318,Mondo-PJ
FBpp0290677,3318,Mondo-PK
FBpp0290678,3318,Mondo-PL
FBpp0290679,3318,Mondo-PM
FBpp0081047,3314,nrv3-PC
FBpp0081048,3314,nrv3-PD
FBpp0311734,12402,CG2201-PG
FBpp0293955,12400,CG2201-PF
FBpp0085255,6818,Cul2-PB
FBpp0085272,11344,CG2225-PE
FBpp0293424,11344,CG2225-PG
FBpp0305183,11343,CG2225-PH
FBpp0085259,6825,CG1416-PB
FBpp0085260,6825,CG1416-PC
FBpp0310412,6832,CG11634-PB
FBpp0304047,11303,CG3651-PD
FBpp0306285,6848,CG3262-PE
FBpp0303728,6854,RpL21-PB
FBpp0311640,6854,RpL21-PC
FBpp0311516,12623,CG14464-PD
FBpp0085414,10604,CG3107-PB
FBpp0110537,10604,CG3107-PC
FBpp0311260,10604,CG3107-PD
FBpp0085416,10606,Atf6-PB
FBpp0312508,10580,CG10395-PE
FBpp0085428,10583,CG10417-PB
FBpp0291229,6911,TpnC4-PB
FBpp0311514,6906,hrm-PB
FBpp0304299,6901,Not3-PB
FBpp0085396,6900,scaf-PB
FBpp0307250,6895,Tsp42A-PB
FBpp0307247,6857,CG7882-PC
FBpp0311720,6890,CG7881-PB
FBpp0307273,6858,Pngl-PC
FBpp0307275,6888,Strica-PB
FBpp0085362,6886,CG14591-PB
FBpp0291967,6886,CG14591-PC
FBpp0291968,6886,CG14591-PD
FBpp0307274,6859,Tbce-PC
FBpp0085357,6880,Ars2-PC
FBpp0085356,6880,Ars2-PD
FBpp0311596,6867,Cyp6w1-PB
FBpp0307646,6950,geminin-PB
FBpp0298837,6947,CG17266-PB
FBpp0085455,6922,Rpp25-PC
FBpp0297249,6922,Rpp25-PD
FBpp0291376,6945,chk-PB
FBpp0307642,6945,chk-PC
FBpp0305158,6933,CG3420-PB
FBpp0085493,6955,CG15236-PB
FBpp0296959,6956,Spn42Dc-PB
FBpp0307719,6961,CG3358-PF
FBpp0307720,6961,CG3358-PG
FBpp0311262,6976,Cyp6u1-PB
FBpp0311788,6976,Cyp6u1-PC
FBpp0307821,9823,Tsp42Ei-PB
FBpp0296958,9825,Tsp42Ek-PB
FBpp0302968,9828,Tsp42En-PB
FBpp0307823,9850,Tsp42Ep-PB
FBpp0311584,9847,CG12831-PC
FBpp0311524,10724,Br140-PB
FBpp0311786,9708,CG12164-PB
FBpp0307849,9709,Dhx15-PB
FBpp0088078,9739,Eaf-PC
FBpp0088079,9739,Eaf-PD
FBpp0305210,9738,CG1701-PC
FBpp0099486,10889,sPLA2-PC
FBpp0307850,9714,CG11125-PC
FBpp0088070,9732,CG11141-PB
FBpp0311785,9732,CG11141-PC
FBpp0307855,9720,CG1620-PC
FBpp0307862,9716,CG1603-PB
FBpp0088032,9703,Drat-PB
FBpp0307870,9703,Drat-PD
FBpp0307926,9660,Corin-PC
FBpp0301727,9661,Vps13-PB
FBpp0088023,9697,CG1358-PB
FBpp0088024,9697,CG1358-PC
FBpp0292379,9697,CG1358-PD
FBpp0307929,9665,CG2070-PB
FBpp0307930,9666,CG2065-PB
FBpp0308259,9671,CG1941-PB
FBpp0308260,9671,CG1941-PC
FBpp0308261,9671,CG1941-PD
FBpp0087976,9657,Nop17l-PB
FBpp0087975,9657,Nop17l-PC
FBpp0308265,9605,puml-PF
FBpp0311746,9605,puml-PG
FBpp0087911,9606,puml-PC
FBpp0087912,9606,puml-PD
FBpp0308264,9606,puml-PE
FBpp0301577,9615,MFS12-PC
FBpp0308273,9641,CG14764-PC
FBpp0087954,9640,CG2915-PB
FBpp0308271,9637,CG14763-PB
FBpp0308272,9637,CG14763-PC
FBpp0111966,9632,ACC-PC
FBpp0308269,9632,ACC-PF
FBpp0308270,9632,ACC-PG
FBpp0087936,9624,Nup44A-PB
FBpp0087937,9624,Nup44A-PC
FBpp0308391,9627,CG11191-PB
FBpp0087899,9591,uno-PB
FBpp0290569,9590,Cul4-PB
FBpp0308406,9589,Obp44a-PB
FBpp0297910,9586,CG8708-PD
FBpp0308417,9574,CG14759-PB
FBpp0311600,9539,Mal-A7-PB
FBpp0311646,9518,Cyp6a14-PE
FBpp0308451,9516,Lnpk-PB
FBpp0293619,9480,Cirl-PH
FBpp0302598,9484,Cirl-PK
FBpp0308450,9513,CG8635-PB
FBpp0308442,9511,CG8586-PB
FBpp0308443,9511,CG8586-PC
FBpp0308436,9494,PGRP-SC1b-PB
FBpp0308412,9442,Tom7-PB
FBpp0308395,9447,CG8197-PB
FBpp0291657,9348,GstE13-PB
FBpp0291658,9349,Hydr1-PC
FBpp0308453,9350,Hydr1-PD
FBpp0308454,9350,Hydr1-PE
FBpp0305215,9367,Myd88-PB
FBpp0311274,9367,Myd88-PC
FBpp0305212,9322,CG13954-PD
FBpp0305218,9291,prel-PC
FBpp0301734,9312,CG1888-PB
FBpp0301735,9312,CG1888-PC
FBpp0301736,9312,CG1888-PD
FBpp0308485,9311,Smyd4-1-PC
FBpp0087615,9305,CG1902-PC
FBpp0307868,9281,CG1690-PB
FBpp0307867,9266,CG1698-PB
FBpp0308495,9278,CG1648-PC
FBpp0087571,9273,hebe-PD
FBpp0087574,9273,hebe-PE
FBpp0111974,9273,hebe-PF
FBpp0311271,12002,Sting-PC
FBpp0422664,9191,Ntmt-PB
FBpp0087466,9193,CG12744-PB
FBpp0308496,9256,Sec24AB-PB
FBpp0304286,9194,CG12923-PB
FBpp0087534,9252,CG1441-PB
FBpp0428075,9199,CG12134-PD
FBpp0308504,9227,oys-PB
FBpp0311694,9227,oys-PE
FBpp0293004,9206,mRpL42-PB
FBpp0087495,9210,CG2269-PC
FBpp0296933,9211,CG2269-PD
FBpp0293465,9219,dmpd-PB
FBpp0308516,9174,CG12912-PB
FBpp0308536,9130,Csgalnact-PB
FBpp0301827,9137,CG12910-PC
FBpp0289106,9144,CAP-PN
FBpp0087428,9147,CAP-PH
FBpp0289107,9150,CAP-PO
FBpp0087446,9166,CG12902-PB
FBpp0297072,9166,CG12902-PC
FBpp0303465,9112,CG12895-PB
FBpp0089308,9110,Cyp49a1-PD
FBpp0293134,9110,Cyp49a1-PE
FBpp0308547,10555,CG11883-PD
FBpp0308548,10557,CG12934-PB
FBpp0311717,9098,Daao1-PB
FBpp0087312,9067,CG7220-PC
FBpp0087314,9067,CG7220-PD
FBpp0111977,9066,CG7220-PE
FBpp0308551,9066,CG7220-PF
FBpp0305108,9069,CG12935-PB
FBpp0311859,9071,CG7222-PB
FBpp0311844,9074,CG12325-PB
FBpp0308560,9089,CG12344-PC
FBpp0308561,9090,CG12344-PD
FBpp0304269,9079,ND-B14-PB
FBpp0304268,9078,Polr2E-PB
FBpp0290084,9064,Spn47C-PB
FBpp0311653,9064,Spn47C-PC
FBpp0303452,9062,CG13229-PB
FBpp0303453,9062,CG13229-PC
FBpp0308568,9051,CG9084-PE
FBpp0304694,8984,CG13220-PB
FBpp0087275,9031,Fbl6-PB
FBpp0087274,9031,Fbl6-PC
FBpp0088878,12092,Sod3-PB
FBpp0390663,12092,Sod3-PF
FBpp0290167,8962,CG9005-PB
FBpp0297171,8962,CG9005-PC
FBpp0428181,8962,CG9005-PE
FBpp0303484,8959,CG9003-PG
FBpp0311728,8943,Sobp-PB
FBpp0312445,8940,Damm-PB
FBpp0087159,8936,PI31-PB
FBpp0087158,8936,PI31-PC
FBpp0301842,8936,PI31-PD
FBpp0301844,8936,PI31-PF
FBpp0308636,8930,rho-7-PB
FBpp0297145,8929,CG8298-PC
FBpp0305275,8882,CG18343-PB
FBpp0290349,8885,CG8407-PB
FBpp0308667,8889,wash-PB
FBpp0304277,8899,CG8854-PC
FBpp0308691,11968,mIF3-PB
FBpp0087074,8873,CG8841-PB
FBpp0087072,8873,CG8841-PC
FBpp0290413,8818,CG8490-PB
FBpp0087071,8872,CG8839-PC
FBpp0087070,8872,CG8839-PD
FBpp0087069,8872,CG8839-PE
FBpp0308692,8830,CG8501-PB
FBpp0311862,8835,Cpr49Ac-PG
FBpp0311713,8838,Cpr49Af-PB
FBpp0292314,8843,CG8520-PB
FBpp0312210,8844,Dera-PD
FBpp0087061,8866,DUBAI-PB
FBpp0308700,8863,dgt5-PB
FBpp0308697,8855,achi-PD
FBpp0086998,8805,muskelin-PB
FBpp0086995,8804,CG8785-PB
FBpp0086960,8786,CG13148-PB
FBpp0304300,8786,CG13148-PC
FBpp0304301,8786,CG13148-PD
FBpp0111989,8787,wuc-PB
FBpp0423320,8755,CG17574-PO
FBpp0290112,12153,CG13319-PB
FBpp0308787,8746,CG17019-PB
FBpp0086917,8745,SCCRO3-PB
FBpp0086916,8745,SCCRO3-PC
FBpp0086904,8736,Sans-PB
FBpp0311525,8737,CG13321-PB
FBpp0311515,8740,CG13323-PB
FBpp0308795,8738,Drl-2-PC
FBpp0308796,8692,CG13325-PB
FBpp0311393,8692,CG13325-PC
FBpp0311845,8692,CG13325-PD
FBpp0301836,8724,GLaz-PB
FBpp0301837,8724,GLaz-PC
FBpp0301838,8724,GLaz-PD
FBpp0301839,8724,GLaz-PE
FBpp0301840,8724,GLaz-PF
FBpp0302637,8722,CG17724-PB
FBpp0306542,8722,CG17724-PD
FBpp0310606,8722,CG17724-PF
FBpp0086850,8697,FLASH-PB
FBpp0311588,11100,CG4646-PB
FBpp0309429,8715,Qsox1-PB
FBpp0311589,8707,CG4716-PC
FBpp0311718,8709,CG17047-PB
FBpp0291638,8691,CG17048-PB
FBpp0290601,8656,mars-PB
FBpp0311206,8656,mars-PC
FBpp0311207,8656,mars-PD
FBpp0297097,8665,CG13334-PB
FBpp0310715,8630,CG13337-PB
FBpp0304547,8647,S-Lap7-PB
FBpp0086761,8636,CG6329-PB
FBpp0086760,8636,CG6329-PC
FBpp0086762,8636,CG6329-PD
FBpp0308973,8636,CG6329-PE
FBpp0308974,8636,CG6329-PF
FBpp0311787,8644,CG6337-PB
FBpp0086770,8642,Echs1-PB
FBpp0308976,8626,CG16935-PB
FBpp0308975,11544,CG13344-PC
FBpp0086737,8602,Rpn13-PB
FBpp0112987,8602,Rpn13-PF
FBpp0112986,8603,Rpn13-PE
FBpp0308980,8603,Rpn13-PG
FBpp0311710,8601,St4-PB
FBpp0311709,8600,CG18568-PB
FBpp0292959,8599,CG6701-PC
FBpp0292960,8599,CG6701-PD
FBpp0308979,8599,CG6701-PE
FBpp0303475,8585,CG8067-PB
FBpp0308986,8571,CysRS-m-PB
FBpp0308981,8529,O-fut1-PB
FBpp0308985,8570,eIF3m-PB
FBpp0305138,8531,CG18327-PB
FBpp0291641,8534,ReepB-PD
FBpp0308991,8567,RpS23-PB
FBpp0086663,8547,CG8468-PB
FBpp0086661,8547,CG8468-PC
FBpp0086697,8566,CG8485-PB
FBpp0086698,8566,CG8485-PC
FBpp0290422,8564,CG8547-PD
FBpp0308989,8564,CG8547-PE
FBpp0086676,8554,Tfb1-PB
FBpp0086677,8554,Tfb1-PC
FBpp0294063,8554,Tfb1-PD
FBpp0309009,8527,CG17385-PB
FBpp0311633,8508,Achl-PB
FBpp0308998,8510,CG12869-PB
FBpp0308999,8510,CG12869-PC
FBpp0301077,8497,jef-PB
FBpp0086601,8493,CG10151-PB
FBpp0086602,8493,CG10151-PC
FBpp0086574,8464,hui-PB
FBpp0311189,8422,Cyp317a1-PB
FBpp0311812,8422,Cyp317a1-PC
FBpp0292772,8441,Agps-PB
FBpp0292773,8441,Agps-PC
FBpp0292774,8441,Agps-PD
FBpp0292771,8423,Lap1-PB
FBpp0086540,8425,ckn-PC
FBpp0311860,8425,ckn-PE
FBpp0289552,8436,CG7544-PB
FBpp0301824,8393,CG11807-PB
FBpp0301825,8393,CG11807-PC
FBpp0309016,8417,CG8093-PB
FBpp0309019,8411,CG8157-PB
FBpp0309017,8407,unc-5-PB
FBpp0311542,8388,CG8180-PC
FBpp0309021,8387,CG12964-PC
FBpp0086465,8347,Pgant1-PB
FBpp0309024,8375,CG8204-PB
FBpp0300974,8338,CG8249-PB
FBpp0300975,8338,CG8249-PC
FBpp0300971,8322,tun-PB
FBpp0300972,8322,tun-PC
FBpp0309027,8322,tun-PD
FBpp0086434,8334,bdg-PB
FBpp0086435,8334,bdg-PC
FBpp0297606,8330,Mlf-PH
FBpp0309029,8273,Tmem131-PB
FBpp0086346,8274,CG8389-PB
FBpp0086398,8306,casp-PB
FBpp0309033,8279,SP2353-PB
FBpp0309034,10736,CG8405-PB
FBpp0311708,11830,CG10731-PC
FBpp0293290,8301,CG8441-PB
FBpp0086338,8268,mrj-PB
FBpp0086339,8268,mrj-PC
FBpp0086337,8268,mrj-PD
FBpp0297608,8269,mrj-PG
FBpp0305077,8269,mrj-PH
FBpp0309038,8266,CG15706-PB
FBpp0310506,8266,CG15706-PD
FBpp0310507,8266,CG15706-PE
FBpp0310508,8266,CG15706-PF
FBpp0086315,8253,CG7997-PB
FBpp0309066,8246,Nup62-PB
FBpp0309067,8251,CG15711-PB
FBpp0086241,8194,Syn2-PB
FBpp0086247,8197,CG4945-PC
FBpp0309071,8221,CG8303-PD
FBpp0291415,8203,CG5065-PB
FBpp0291416,8203,CG5065-PC
FBpp0297359,8203,CG5065-PD
FBpp0297360,8203,CG5065-PE
FBpp0311605,8188,Acp53C14a-PB
FBpp0311604,8187,Acp53C14b-PB
FBpp0086181,8154,CG5522-PB
FBpp0086180,8154,CG5522-PE
FBpp0086178,8155,CG5522-PD
FBpp0086182,8155,CG5522-PF
FBpp0086168,8142,CG8963-PB
FBpp0289800,8142,CG8963-PC
FBpp0304309,7420,SmydA-7-PB
FBpp0297722,8141,CG8950-PB
FBpp0289505,7425,Mov10-PD
FBpp0309120,7430,Cda9-PB
FBpp0311625,7431,CG11400-PB
FBpp0311626,8119,Gbp2-PB
FBpp0312223,8120,CG17290-PC
FBpp0302913,8124,CG10953-PB
FBpp0311789,7379,Mtap-PC
FBpp0311712,7403,insb-PB
FBpp0309184,7388,veil-PB
FBpp0086090,7391,CG4847-PC
FBpp0086093,7391,CG4847-PE
FBpp0086095,7393,CG4853-PB
FBpp0086097,7396,eIF3b-PB
FBpp0112003,7398,MESR4-PB
FBpp0293275,7336,CG14480-PB
FBpp0302902,7373,UQCR-6.4-PB
FBpp0302901,7369,CG14483-PB
FBpp0311629,7369,CG14483-PC
FBpp0302900,7368,RhoGAP54D-PC
FBpp0309235,7342,eIF3c-PB
FBpp0309239,7349,CG4975-PE
FBpp0289095,7350,CG4984-PB
FBpp0290401,7351,CG4984-PD
FBpp0086043,7356,Hyccin-PB
FBpp0309242,7355,PIG-A-PB
FBpp0086001,7334,Mapmodulin-PB
FBpp0289639,7335,Mapmodulin-PD
FBpp0311652,7323,CG5084-PB
FBpp0309245,7330,CG5773-PB
FBpp0311590,7330,CG5773-PC
FBpp0423048,7327,CG14495-PD
FBpp0309244,7326,Muc55B-PB
FBpp0303030,7313,CG5757-PB
